"振込日","加盟店番号（V/M）","店舗番号（AKR）","店舗名","取引年月日","決済ブランド","決済ブランド（カード番号下４桁）","支払区分","金額（円）","税区分","備考"
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-17","JCB","1101","一括","11324","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-17","Visa","1054","一括","17033","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-17","Visa","3003","一括","2700","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-16","交通系電子マネー","0959","","2232","課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-16","Visa","0633","一括","12166","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-16","Visa","9067","一括","22730","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-16","Visa","6940","一括","9016","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-16","Visa","5709","一括","3201","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-16","American Express","8009","一括","3800","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-16","Mastercard(R)","0281","一括","12428","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-16","JCB","6089","一括","18438","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-16","Visa","7880","一括","5200","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","iD","6***","一括","5780","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Visa","9305","一括","14531","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Visa","1839","一括","20212","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Visa","8809","一括","28101","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Visa","9354","一括","13467","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Mastercard(R)","0200","一括","4926","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Visa","5793","一括","28105","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Visa","0936","一括","1650","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Visa","9799","一括","1800","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Mastercard(R)","4603","一括","800","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","JCB","0317","一括","11540","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","JCB","1139","一括","12671","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-15","Visa","5543","一括","2932","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Mastercard(R)","2005","一括","18601","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Visa","9088","一括","13662","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Visa","0193","一括","10835","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","American Express","1405","一括","12512","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Visa","0001","一括","8041","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Visa","5494","一括","8756","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Visa","2801","一括","6196","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Visa","2703","一括","10208","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Mastercard(R)","1008","一括","9016","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Mastercard(R)","4386","一括","19547","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Visa","3110","一括","7978","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Mastercard(R)","3658","一括","3400","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-14","Visa","2208","一括","1500","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","交通系電子マネー","4646","","3000","課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","Visa","5470","一括","13612","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","Visa","0945","一括","9016","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","Visa","0515","一括","5665","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","Visa","1624","一括","20966","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","JCB","1860","一括","4878","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","Mastercard(R)","5308","一括","20372","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","Mastercard(R)","7984","一括","13508","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","Mastercard(R)","8171","一括","6182","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-13","JCB","9530","一括","11924","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-12","iD","2***","一括","8344","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-12","iD","3***","一括","4662","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-12","Visa","1783","一括","19107","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-12","Visa","7758","一括","32669","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-12","Visa","4084","一括","13354","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-12","American Express","6201","一括","10405","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-12","Visa","1281","一括","7960","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-12","Visa","3279","一括","1500","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","QUICPay","5***","","1000","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","Mastercard(R)","3156","一括","59312","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","Visa","1037","一括","22488","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","JCB","0202","一括","11184","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","Visa","6810","一括","3971","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","Mastercard(R)","0830","一括","20299","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","JCB","1137","一括","11062","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","Visa","5030","一括","13497","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","Visa","3413","一括","5654","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","Mastercard(R)","8193","一括","8374","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-11","Visa","2548","一括","9317","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-10","交通系電子マネー","2785","","2000","課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-10","Visa","0800","一括","12903","非課税",""
"2025-11-26","055349408065","AKR5967416400","カキノバル下北沢","2025-11-10","JCB","1020","一括","11462","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Visa","1038","一括","15554","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Visa","5328","一括","30833","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Visa","3109","一括","13497","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Visa","2891","一括","1791","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Mastercard(R)","9205","一括","15220","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Visa","9986","一括","12294","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Visa","3139","一括","1300","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Mastercard(R)","5683","一括","21505","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Mastercard(R)","5570","一括","37223","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Mastercard(R)","3078","一括","3800","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-09","Visa","5685","一括","5500","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","QUICPay","3***","","6445","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","QUICPay","7***","","5944","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","Mastercard(R)","8831","一括","7788","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","American Express","2008","一括","13497","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","Visa","4679","一括","11181","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","JCB","8918","一括","10859","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","Visa","9506","一括","11324","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","Visa","9422","一括","22932","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","Visa","6741","一括","10746","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","Mastercard(R)","7159","一括","10306","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","Visa","2816","一括","8337","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-08","Visa","0108","一括","4274","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","Visa","0918","一括","13657","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","Visa","3008","一括","19374","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","JCB","1280","一括","12223","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","American Express","1002","一括","14020","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","Visa","7580","一括","6792","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","Visa","6179","一括","19900","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","Visa","1653","一括","9892","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","JCB","2004","一括","13502","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","Mastercard(R)","4007","一括","20010","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-07","Visa","4385","一括","800","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","QUICPay","8***","","2400","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","交通系電子マネー","6871","","1000","課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","Visa","2204","一括","32571","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","Visa","0125","一括","9414","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","American Express","1006","一括","20812","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","Mastercard(R)","3657","一括","2939","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","Visa","5707","一括","13226","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","Visa","8667","一括","10589","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","Visa","4949","一括","5236","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","Visa","4415","一括","9620","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-06","Mastercard(R)","2126","一括","1000","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","iD","3***","一括","14560","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","Visa","5093","一括","16907","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","Visa","5731","一括","16478","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","Visa","4793","一括","8908","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","JCB","8066","一括","7400","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","JCB","8066","一括","8150","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","JCB","1421","一括","20814","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","Visa","8797","一括","10153","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","Mastercard(R)","0375","一括","11110","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","Mastercard(R)","0495","一括","7238","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","Visa","7088","一括","29714","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","Mastercard(R)","0639","一括","3900","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-05","Visa","2723","一括","1748","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-04","交通系電子マネー","0438","","1000","課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-04","JCB","1077","一括","19584","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-04","Visa","1326","一括","8800","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-04","Visa","0176","一括","15499","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-04","JCB","1069","一括","10340","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-04","Visa","1010","一括","400","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-04","Visa","0421","一括","2300","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-04","Visa","5835","一括","1100","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-04","Visa","1031","一括","1000","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Visa","1822","一括","9016","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Visa","1207","一括","7898","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Diners Club","7433","一括","9614","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Visa","7315","一括","24538","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Visa","4036","一括","11814","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Mastercard(R)","8631","一括","12602","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Visa","4994","一括","12468","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","JCB","9628","一括","8514","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Visa","5216","一括","20792","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","American Express","1006","一括","3256","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Mastercard(R)","8481","一括","1900","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Mastercard(R)","9563","一括","16412","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-03","Visa","2180","一括","11780","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","QUICPay","1***","","1000","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","American Express","1001","一括","11604","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","Visa","6690","一括","17406","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","American Express","1002","一括","18403","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","JCB","1190","一括","12056","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","Visa","7724","一括","9764","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","Visa","9012","一括","20163","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","Mastercard(R)","6329","一括","11788","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","Visa","8063","一括","11791","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","Visa","9014","一括","6880","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-02","Visa","6663","一括","1800","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","交通系電子マネー","0693","","12570","課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Mastercard(R)","7297","一括","19943","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Mastercard(R)","6782","一括","16412","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Visa","5358","一括","13101","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Visa","9246","一括","11418","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Visa","3928","一括","15273","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Visa","1111","一括","7960","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Visa","3461","一括","7565","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","JCB","1092","一括","4760","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","JCB","1093","一括","10967","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Mastercard(R)","1086","一括","3078","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Visa","1311","一括","4181","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Visa","9315","一括","10892","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","JCB","1162","一括","14828","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","JCB","2015","一括","1800","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-11-01","Visa","7183","一括","1000","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-10-31","Visa","9951","一括","8423","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-10-31","Mastercard(R)","1910","一括","1000","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-10-31","Visa","0102","一括","7960","非課税",""
"2025-11-17","055349408065","AKR5967416400","カキノバル下北沢","2025-10-31","Visa","0028","一括","3700","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","QUICPay","8***","","13174","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Visa","8941","一括","12628","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","American Express","1003","一括","18007","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Mastercard(R)","7835","一括","9768","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Visa","3846","一括","16165","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Visa","3771","一括","10802","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Visa","3746","一括","19294","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Visa","3343","一括","8929","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Visa","4188","一括","4467","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","JCB","1061","一括","11000","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Visa","0418","一括","1900","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Mastercard(R)","4916","一括","1200","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","Visa","3819","一括","7648","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-30","JCB","1195","一括","10802","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-29","Visa","0846","一括","13200","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-29","Visa","3006","一括","11902","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-29","JCB","2159","一括","8726","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-29","Visa","3279","一括","1500","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-29","Visa","2723","一括","2578","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-28","Visa","5683","一括","8337","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-28","JCB","1084","一括","24814","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-28","Visa","3697","一括","17457","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-28","Visa","9520","一括","5297","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-28","Visa","1031","一括","1000","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-28","Visa","7093","一括","6263","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-28","Visa","0006","一括","1450","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-27","iD","6***","一括","10802","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-27","Visa","0832","一括","45980","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-27","Mastercard(R)","1910","一括","1000","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-26","QUICPay","4***","","14993","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-26","iD","2***","一括","8459","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-26","JCB","5506","一括","28457","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-26","Visa","5789","一括","7758","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-26","Visa","8128","一括","16137","非課税",""
"2025-11-06","055349408065","AKR5967416400","カキノバル下北沢","2025-10-26","Visa","3549","一括","9588","非課税",""
